지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 전운량(1/10),평균 지면온도(°C),안개 계속시간(hr)
108,서울,2018-11-10,11.9,0,1.4,69.1,3.1,11.5,
108,서울,2018-11-11,8.1,0,1.1,67.6,6.4,8.1,
108,서울,2018-11-12,8.1,,1.2,52.3,0,7.1,
108,서울,2018-11-13,8.8,,1.1,51.6,.4,7.8,
108,서울,2018-11-14,9.8,,1.1,55.5,.1,8.4,
108,서울,2018-11-15,9.7,,1,55.4,4.8,8.6,
108,서울,2018-11-16,8.8,,1.7,65.1,6.5,8.9,
108,서울,2018-11-17,4.9,,1.4,50.8,4.6,3.9,
108,서울,2018-11-18,6.1,,1.1,48.8,6.9,5.6,
108,서울,2018-11-19,6.5,,1.4,50.4,1.9,5.6,
108,서울,2018-11-20,6.5,.2,1.8,39.9,2,5.3,
108,서울,2018-11-21,5.8,1,1.2,57.1,8.4,6.3,
108,서울,2018-11-22,2.3,,2.4,35,.8,2.2,
108,서울,2018-11-23,1.9,,1.4,29.6,3.1,1.5,
108,서울,2018-11-24,2.6,10.9,1.8,71.1,9,.6,
108,서울,2018-11-25,4.8,,1,77.8,3.8,3.3,
108,서울,2018-11-26,6.3,,1,70.1,.6,4.7,
108,서울,2018-11-27,7.1,,1.5,65,6.1,5.2,
108,서울,2018-11-28,5,,1.6,27.1,3.8,3.2,
108,서울,2018-11-29,3.5,0,1.3,41.4,5.8,1.3,
108,서울,2018-11-30,2.7,,1.4,46.1,1,2.1,
108,서울,2018-12-01,5.5,,1,42.3,3.6,3.2,
108,서울,2018-12-02,8.2,,1.3,50.1,6.5,5.1,
108,서울,2018-12-03,11.5,9.5,1.4,87.4,9.9,9.4,1.05
108,서울,2018-12-04,6.7,5,2.7,74.9,7.8,7.5,3
108,서울,2018-12-05,0,,1.5,39.5,6.4,.8,
108,서울,2018-12-06,2.4,0,2.3,50.5,8.1,2.6,
108,서울,2018-12-07,-7.3,,3.8,37.1,1.1,-3.3,
108,서울,2018-12-08,-8.3,,2.6,37.1,1.4,-5.2,
108,서울,2018-12-09,-7.2,,1.5,27,2,-4.9,
108,서울,2018-12-10,-2.5,,.9,33.3,3,-2.3,
108,서울,2018-12-11,.2,,1.2,44.8,7.9,-.6,
108,서울,2018-12-12,-1.9,,2.2,39,0,-1,
108,서울,2018-12-13,-2.2,1.3,2,57.4,5,-.6,
108,서울,2018-12-14,-4.4,,1.7,44.3,0,-2.3,
108,서울,2018-12-15,-2.4,,1,46.8,3.6,-1.9,
108,서울,2018-12-16,0,.3,.9,63.8,9.3,-.3,
108,서울,2018-12-17,1.6,.3,1.8,60.1,1.3,.7,
108,서울,2018-12-18,2.6,,1.4,56.3,3,-.4,
108,서울,2018-12-19,4,,1.4,53.4,2.9,2.6,
108,서울,2018-12-20,3.4,,.9,45.5,3.1,2.1,
108,서울,2018-12-21,5.6,,1.1,40.1,8.5,2.1,
108,서울,2018-12-22,6.9,,1.5,48.9,4.3,5,
108,서울,2018-12-23,2.4,,2.9,43,2.6,3.3,
108,서울,2018-12-24,-2.3,,1.6,35.9,.3,-.2,
108,서울,2018-12-25,.6,,1.2,53.4,7.4,-.3,
108,서울,2018-12-26,-1.5,,2.8,40.8,4.4,1.4,
108,서울,2018-12-27,-10.1,,3.5,28.3,.5,-4,
108,서울,2018-12-28,-10.5,,2.5,33,.6,-5.4,
108,서울,2018-12-29,-7.6,,2.9,29,0,-4.3,
108,서울,2018-12-30,-6.8,,1.2,35.9,.8,-4.3,
108,서울,2018-12-31,-5.4,,1.2,39.6,1.6,-4.5,
108,서울,2019-01-01,-5,,2.1,49.5,3.4,-3.9,
108,서울,2019-01-02,-4.9,,1.7,42.8,0,-3.3,
108,서울,2019-01-03,-3.5,,1.4,38.8,.1,-2.6,
108,서울,2019-01-04,-1.1,,1.2,55.5,5.5,-1.4,
108,서울,2019-01-05,-2.8,,2.2,40.3,.5,-1.2,
108,서울,2019-01-06,-2.8,,1.2,35,3.1,-1.2,
108,서울,2019-01-07,-1.9,,1.4,46.4,4,-2,
108,서울,2019-01-08,-3.5,,2.6,31,0,-2,
108,서울,2019-01-09,-4.7,,1.3,28.8,4.9,-4.1,
108,서울,2019-01-10,-.6,,1.3,48.8,8.1,-.7,
108,서울,2019-01-11,2.4,,1,58.8,6.1,1.2,
108,서울,2019-01-12,2.8,,1.3,47.6,3.9,2.6,
108,서울,2019-01-13,1.2,,1.4,54.3,0,.5,
108,서울,2019-01-14,1.4,,.9,68.6,4.5,-.3,
108,서울,2019-01-15,-1.7,0,2.7,58.8,3.8,.7,
108,서울,2019-01-16,-5.2,0,2.3,45.9,4.1,-1.8,
108,서울,2019-01-17,-.3,0,1.7,45.8,1.8,.7,
108,서울,2019-01-18,.6,,1.3,44,3,-.3,
108,서울,2019-01-19,3.6,,1.2,59.8,7.8,2.1,
108,서울,2019-01-20,-1.4,,3.2,38.5,1.1,1,
108,서울,2019-01-21,-1.2,0,1.6,57.8,4.1,-2.6,
108,서울,2019-01-22,1.7,,1.7,62,1.1,-.7,
108,서울,2019-01-23,2,,2.3,48.9,.9,1.3,
108,서울,2019-01-24,.1,,1.7,34.9,2.1,.2,
108,서울,2019-01-25,-1.2,,2.6,27.6,1.3,0,
108,서울,2019-01-26,-2.5,,2.4,30.9,0,-.6,
108,서울,2019-01-27,-.1,,1.7,52.5,4.3,-.4,
108,서울,2019-01-28,1.2,0,3.1,40.4,1.3,2.1,
108,서울,2019-01-29,-.2,,1.5,35.5,2.1,.3,
108,서울,2019-01-30,1.8,,1.5,54.6,6.9,1.6,
108,서울,2019-01-31,-2,,2.9,29,7,.6,
108,서울,2019-02-01,-2.1,.3,1.7,47.6,3,-2,
108,서울,2019-02-02,1.4,0,1,60,7.5,-.2,
108,서울,2019-02-03,3.3,16,1.7,92.9,9.3,2.2,1.08
108,서울,2019-02-04,-.6,,2.1,40.4,2.4,1.4,
108,서울,2019-02-05,2.8,,1,37.1,3.9,1.9,
108,서울,2019-02-06,5.1,,1.3,54.9,8.1,2.5,
108,서울,2019-02-07,-2.1,.5,3.5,45.5,4.3,2.4,
108,서울,2019-02-08,-6.1,,2.3,31.5,6.1,-2.4,
108,서울,2019-02-09,-5.4,,2.7,30,4.4,-2.2,
108,서울,2019-02-10,-5,,1.7,31.3,7.5,-2.6,
108,서울,2019-02-11,-3,,2.3,34.9,.4,-.6,
108,서울,2019-02-12,-.6,0,1.9,35.5,5.6,1.2,
108,서울,2019-02-13,-2.1,,2.4,26.6,1.8,.4,
108,서울,2019-02-14,-.5,,1.4,24.3,5.3,1.2,
108,서울,2019-02-15,-.8,2.2,1.9,72.8,9.1,-.2,
108,서울,2019-02-16,-2.7,.2,2.6,59,2.4,1.1,
108,서울,2019-02-17,-1.8,,1.9,47.4,.1,0,
108,서울,2019-02-18,.9,,1.3,43.5,7.4,-.6,
108,서울,2019-02-19,1.4,4.6,1.4,80.8,9.4,0,
108,서울,2019-02-20,1.7,0,2.1,67.8,6.5,1.8,
108,서울,2019-02-21,2.4,,1.5,59.4,0,3.1,
108,서울,2019-02-22,4,,1.5,56.1,5.4,4,
108,서울,2019-02-23,6.8,,1.1,41,2.9,5.2,
108,서울,2019-02-24,6.3,,1.8,45,1.6,5,
108,서울,2019-02-25,4.7,,2.3,55.8,4.8,5.7,
108,서울,2019-02-26,5.2,,1.6,32.8,3.6,5.3,
108,서울,2019-02-27,7.8,,1.6,31.3,7.5,6.5,
108,서울,2019-02-28,6.6,,2,39.5,3.3,5.9,
108,서울,2019-03-01,6.6,,2.1,42.3,.3,6.1,
108,서울,2019-03-02,7.8,,1.1,37.6,5.8,5.9,
108,서울,2019-03-03,9.4,,1.5,36.4,4.8,7.7,
108,서울,2019-03-04,9.9,,1.9,46.1,2.3,10.5,
108,서울,2019-03-05,8.4,,2,66.3,8.6,8.7,
108,서울,2019-03-06,8.4,,2,55,6.3,9.1,
108,서울,2019-03-07,7,,2.2,51.1,1.5,9.9,
108,서울,2019-03-08,6.1,,1.9,39.4,.1,8.2,
108,서울,2019-03-09,7.2,,1.3,31.8,5.4,8.4,
108,서울,2019-03-10,10.1,,1.2,26.4,7.1,10.1,
108,서울,2019-03-11,6.6,0,1.8,61,4.9,8.1,
108,서울,2019-03-12,3.9,0,2.7,55.1,4.9,3.3,
108,서울,2019-03-13,3.5,0,3.3,38.5,1.8,6.6,
108,서울,2019-03-14,5,0,1.9,45.3,5.5,5.9,
108,서울,2019-03-15,5.5,3.5,1.6,72.8,7.4,10.9,
108,서울,2019-03-16,4.3,,1.8,69.9,5.5,5.3,
108,서울,2019-03-17,6.3,,2,55.4,2,8.8,
108,서울,2019-03-18,7.1,,1.4,43.8,6.3,8.3,
108,서울,2019-03-19,10,,1.4,52,1.4,10.3,
108,서울,2019-03-20,10.3,16.5,1.4,79,8.8,8.6,
108,서울,2019-03-21,7.1,3.3,2.9,77.4,7.9,8.3,1.4
108,서울,2019-03-22,3.3,,2.8,40.9,.8,5.5,
108,서울,2019-03-23,3.3,1.7,2.4,46.9,3,4.1,
108,서울,2019-03-24,4.3,,2.3,45.4,.1,5.7,
108,서울,2019-03-25,7.3,,2,56.1,6.6,5.9,
108,서울,2019-03-26,11.4,,2,51.1,2.6,13.1,
108,서울,2019-03-27,11.6,,3,66.4,8.5,11.6,
108,서울,2019-03-28,9.4,,2.6,49.9,6.1,12.3,
108,서울,2019-03-29,9.2,,2.1,33.1,4.6,13.3,
108,서울,2019-03-30,5.2,1.8,2.9,72,9.4,6.9,
108,서울,2019-03-31,4.4,0,3.2,46,5.1,5.3,
108,서울,2019-04-01,5.5,,2.5,39.8,1.3,8.1,
108,서울,2019-04-02,6.7,,2.2,36.9,.3,9.7,
108,서울,2019-04-03,7.6,,2.3,36.1,.3,11.1,
108,서울,2019-04-04,9.2,,2.5,43,0,12.4,
108,서울,2019-04-05,11.4,0,2.9,41,3,14.2,
108,서울,2019-04-06,9.3,.8,1.1,39.9,8.5,8.9,
108,서울,2019-04-07,12.6,,1.7,43.1,4.4,15.1,
108,서울,2019-04-08,11.6,,2.5,25.6,3.3,15.4,
108,서울,2019-04-09,9.2,17.4,2.4,49.1,9.4,10.3,
108,서울,2019-04-10,7.1,5.6,1.8,78.4,8.3,8.6,
108,서울,2019-04-11,9.5,,1.9,58,4.6,10.3,
108,서울,2019-04-12,11.4,,2.2,48.5,1.8,14.3,
108,서울,2019-04-13,11.8,,1.8,34,5.6,14.7,
108,서울,2019-04-14,9.6,1.7,2.2,45.5,6,9.5,
108,서울,2019-04-15,11.6,,1.8,30.9,0,13.4,
108,서울,2019-04-16,14.9,,1.6,26.3,4.8,15.9,
108,서울,2019-04-17,15.3,,1.9,37.5,3.9,18,
108,서울,2019-04-18,12.6,0,2,74.4,6.3,12.5,
108,서울,2019-04-19,13.8,,1.6,57.5,4.8,17.1,
108,서울,2019-04-20,14.3,1.2,1.9,66.9,7.1,17.5,
108,서울,2019-04-21,14.8,.3,1.9,77.8,7.9,18.1,
108,서울,2019-04-22,19.3,,1.4,50.6,2.3,21.6,
108,서울,2019-04-23,20.4,0,1.3,52,8.4,20.3,
108,서울,2019-04-24,19.5,4.1,1.6,70.4,5,21,
108,서울,2019-04-25,13.2,11.3,2,75.9,9.4,14,
108,서울,2019-04-26,8.4,4.9,1.5,82.1,8,10.2,
108,서울,2019-04-27,11.6,,1.7,52.6,4.8,14.1,
108,서울,2019-04-28,12.9,0,1.6,48.8,8.1,13.9,
108,서울,2019-04-29,13,,.9,52.9,5.8,12.3,
108,서울,2019-04-30,15.5,,1.6,52.8,4.4,18.1,
108,서울,2019-05-01,16.4,,2.3,48.9,1.9,20.2,
108,서울,2019-05-02,17.1,,2.3,28.5,0,21.3,
108,서울,2019-05-03,17.9,,1.6,37.5,0,21.9,
108,서울,2019-05-04,19.5,,1.7,40.4,4.9,22.3,
108,서울,2019-05-05,19.2,,2.2,35.8,5.1,23.9,
108,서울,2019-05-06,14.5,0,3.1,27.1,.3,22.8,
108,서울,2019-05-07,15,,2.3,33.4,0,22.1,
108,서울,2019-05-08,15.6,,2.3,48.3,6.1,21.3,
108,서울,2019-05-09,16.6,,2.2,43.3,3.1,23.9,
108,서울,2019-05-10,17.8,,1.9,48,3.5,24.4,
108,서울,2019-05-11,20.3,,1.8,39,2,26.4,
108,서울,2019-05-12,21.6,,1.5,36,4.3,26.8,
108,서울,2019-05-13,18.7,0,1.6,43.4,8.3,19.2,
108,서울,2019-05-14,19.6,,1.6,44.5,1.6,25.8,
108,서울,2019-05-15,20.7,,1.7,48.1,4.5,26.8,
108,서울,2019-05-16,23.5,,1.5,43.8,2.5,29.9,
108,서울,2019-05-17,23.6,,1.2,44.9,7.5,26.1,
108,서울,2019-05-18,22.8,0,2.1,46.8,8.5,28.2,
108,서울,2019-05-19,19.4,22,1.2,93,10,20.4,
108,서울,2019-05-20,16.4,8.7,3.4,63.6,4.5,18.6,
108,서울,2019-05-21,17.2,,2.9,52,0,21.8,
108,서울,2019-05-22,19.5,,2.4,46,1.4,25.1,
108,서울,2019-05-23,22.1,,1.7,45,0,28.5,
108,서울,2019-05-24,24.2,,1.7,46.4,1.4,30.6,
108,서울,2019-05-25,23.4,,1.6,45.6,7.9,26.7,
108,서울,2019-05-26,24.5,,1.8,39,6,30.5,
108,서울,2019-05-27,17.8,7.1,2.4,80.9,8.6,18.2,
108,서울,2019-05-28,18.1,,2.6,45.9,2.1,21.8,
108,서울,2019-05-29,20.3,,2,48.4,.4,26.2,
108,서울,2019-05-30,19.6,0,2.4,48,7.9,23.8,
108,서울,2019-05-31,19.1,,2.8,49.6,2.3,26.5,
108,서울,2019-06-01,18.9,,1.9,60.5,5.5,24.8,
108,서울,2019-06-02,21.1,,1.7,42.1,.6,27.8,
108,서울,2019-06-03,23.1,,1.8,42.9,.6,30.1,
108,서울,2019-06-04,22.6,,2.2,56.4,3,29.9,
108,서울,2019-06-05,23,,1.8,63.8,5.4,31.4,
108,서울,2019-06-06,21.2,7.5,1.2,75.9,9.1,22.4,
108,서울,2019-06-07,20,35.3,1.9,77.3,7.4,21,
108,서울,2019-06-08,21.9,,1.4,57.5,5.9,22.8,
108,서울,2019-06-09,21.6,2.5,1.8,66.1,8.9,23.7,
108,서울,2019-06-10,18.4,9.5,1.6,70.3,8,19.7,
108,서울,2019-06-11,20.5,,1.4,51.1,3.5,21.9,
108,서울,2019-06-12,21.5,,1.8,57.1,1.1,24.4,
108,서울,2019-06-13,23,,1.7,51.9,3.1,27.2,
108,서울,2019-06-14,23,,1.8,54.8,6.1,27,
108,서울,2019-06-15,21.9,2.1,2.4,61.5,3.1,26,
108,서울,2019-06-16,22,,1.6,55.4,3.9,24.7,
108,서울,2019-06-17,21.7,0,2.3,59.1,4.5,28.2,
108,서울,2019-06-18,20.8,13.8,1.5,78.6,9.5,22.5,
108,서울,2019-06-19,21.4,.2,1.9,77.8,9.4,23,
108,서울,2019-06-20,22.7,,1.9,70.6,8,25.9,
108,서울,2019-06-21,22.1,.2,1.7,72.9,7.3,25.2,
108,서울,2019-06-22,24.2,,1.5,42.3,2.1,28.8,
108,서울,2019-06-23,25,,1.8,40.4,3,30.7,
108,서울,2019-06-24,25.2,,2,46.9,1.6,32.4,
108,서울,2019-06-25,25.6,,1.6,49.1,1.3,32.6,
108,서울,2019-06-26,25.5,0,1.3,52.6,9.5,29.3,
108,서울,2019-06-27,25.5,1.4,1.4,70.5,8.3,29.5,
108,서울,2019-06-28,24.7,0,1.7,67.3,8.5,29.6,
108,서울,2019-06-29,23.1,1.5,1.2,72,8.1,24.4,
108,서울,2019-06-30,23.9,0,2.3,73.5,6.9,28.3,
108,서울,2019-07-01,23.9,,2.3,64.4,4.9,29.6,
108,서울,2019-07-02,24.4,,2.3,63.5,4,30,
108,서울,2019-07-03,24.1,,1.7,64.6,6.4,26.9,
108,서울,2019-07-04,25.4,,1.9,59.6,2.4,32.8,
108,서울,2019-07-05,27.6,0,1.5,42.1,3.8,32,
108,서울,2019-07-06,29.7,,1.7,40.9,3.4,37.1,
108,서울,2019-07-07,26.7,,2.2,43.3,7.5,33.8,
108,서울,2019-07-08,25.1,,2,46.6,6,32.9,
108,서울,2019-07-09,25,,1.8,46.4,4.9,29.8,
108,서울,2019-07-10,22.7,8.5,2,64.1,8.4,26.8,
108,서울,2019-07-11,21.9,2.9,1.3,76.9,9.9,23.2,
108,서울,2019-07-12,23.6,,2,65.5,6.8,26.1,
108,서울,2019-07-13,24.9,0,1.7,67.3,6.4,28.3,
108,서울,2019-07-14,25.9,,1.6,64.6,4.5,29.4,
108,서울,2019-07-15,23.8,7.7,1.1,80,7.5,24.6,
108,서울,2019-07-16,24.7,6.3,1.3,79,7.3,25.7,
108,서울,2019-07-17,25.6,.7,1.2,73.9,9,26.4,
108,서울,2019-07-18,26.9,,1.2,65,6.4,26.5,
108,서울,2019-07-19,28.6,0,1.5,61.3,4.6,30.9,
108,서울,2019-07-20,28,1.1,2.1,66.9,9.5,28.4,
108,서울,2019-07-21,25.1,6.2,2.2,87.1,9.4,26.6,
108,서울,2019-07-22,26.7,.1,2.2,74.6,7.5,26.9,
108,서울,2019-07-23,28.1,,1.7,70.8,8.6,29.3,
108,서울,2019-07-24,26.5,1,1.6,82.3,9.6,26.5,
108,서울,2019-07-25,26.3,9.7,1.2,90.1,9.9,26.6,
108,서울,2019-07-26,25.1,60,1.7,95.3,9.9,25.4,
108,서울,2019-07-27,28.4,.6,1.3,76.6,7.6,29.6,
108,서울,2019-07-28,26.1,25.6,2.2,88.3,9.8,26.4,
108,서울,2019-07-29,27.5,.5,2.6,74.5,8,27.5,
108,서울,2019-07-30,28.1,1.2,3.4,75.3,8.8,27.2,
108,서울,2019-07-31,25.8,62.3,2.2,91.1,9.8,25.7,
108,서울,2019-08-01,26.3,26.9,1.7,86.4,7.8,26.7,
108,서울,2019-08-02,28.4,,1.2,74.6,3.5,28.8,
108,서울,2019-08-03,29.4,3,1.3,69,3.6,30.5,
108,서울,2019-08-04,28.3,8.6,1.2,75.9,5.8,29.6,
108,서울,2019-08-05,30.5,,1.1,65.5,2.5,30.5,
108,서울,2019-08-06,31.6,,1.5,51.4,6.8,31.7,
108,서울,2019-08-07,26.9,8,1.2,78.1,8,27.5,
108,서울,2019-08-08,28.9,0,1.6,71.4,6.6,29.7,
108,서울,2019-08-09,29.8,,1.3,69,4.9,30.3,
108,서울,2019-08-10,31.5,,1.5,57.9,5.1,33.1,
108,서울,2019-08-11,30.4,6.7,2.5,53.6,6.8,33.2,
108,서울,2019-08-12,26.6,56.2,1.3,91.8,8.9,26.8,
108,서울,2019-08-13,29.2,6.4,1.5,76.9,7.4,30.7,
108,서울,2019-08-14,30.4,,1.5,63.9,4,30.5,
108,서울,2019-08-15,25.9,16.2,1.3,82,9.1,27,
108,서울,2019-08-16,25.9,.1,2.2,74.5,6.3,27.3,
108,서울,2019-08-17,25.9,0,2.5,69.5,5,26.9,
108,서울,2019-08-18,25.6,,1.7,66.5,4.5,28.1,
108,서울,2019-08-19,26.3,,1.1,60.6,4.6,27.2,
108,서울,2019-08-20,28.2,,1.5,56.3,2.6,30.2,
108,서울,2019-08-21,27,1.3,1.2,67.3,7.6,29.2,
108,서울,2019-08-22,26.9,,1.7,66.5,6.3,31.5,
108,서울,2019-08-23,26.2,,2.1,58.4,4.4,31.7,
108,서울,2019-08-24,24.1,,1.5,60.9,5.5,26.7,
108,서울,2019-08-25,25,,1.5,66.6,3.4,30.9,
108,서울,2019-08-26,26.4,,1.2,63.8,6.4,31.5,
108,서울,2019-08-27,25.7,20,1,71.1,8.1,26.4,
108,서울,2019-08-28,26.1,,1.9,66.2,5.9,27.7,
108,서울,2019-08-29,23.4,36.9,2.2,77.1,5.6,25.9,
108,서울,2019-08-30,22.6,.2,2.4,66.3,5.3,24.1,
108,서울,2019-08-31,23.5,,1.9,65,2.3,25,
108,서울,2019-09-01,23.7,,1.4,64,6.1,23.8,
108,서울,2019-09-02,24.4,,1.6,56.6,6.1,24.8,
108,서울,2019-09-03,24.1,0,2.3,67.6,8.5,26.3,
108,서울,2019-09-04,22.8,22.7,2.5,89,9.3,23.5,
108,서울,2019-09-05,23,36.4,2,91.4,9,23.7,
108,서울,2019-09-06,25.3,2.4,2.1,79.8,10,25.5,
108,서울,2019-09-07,25.7,2.8,6,72.9,10,24.1,
108,서울,2019-09-08,24.7,0,1.9,76.9,9.3,25.1,
108,서울,2019-09-09,25.1,0,1.7,74.3,9.3,25.2,
108,서울,2019-09-10,23.8,63.2,2.4,93.4,9.8,24.4,
108,서울,2019-09-11,24.3,7.6,3.1,71.4,7.9,24.9,
108,서울,2019-09-12,21,3.9,2.6,72.3,9.8,21.9,
108,서울,2019-09-13,23.3,.1,1.7,60.4,4.3,24.4,
108,서울,2019-09-14,22.4,.3,1.2,80,8.8,22.9,
108,서울,2019-09-15,24.2,,1.7,70.4,5.5,25.2,
108,서울,2019-09-16,24.5,,2.1,53,3.6,27.4,
108,서울,2019-09-17,23.5,,2.1,41.6,6.4,25.4,
108,서울,2019-09-18,21,,3.1,46,1.1,25.4,
108,서울,2019-09-19,19.5,,1.9,46.5,3.5,23.3,
108,서울,2019-09-20,19.6,,2.1,52.8,9.4,21.5,
108,서울,2019-09-21,19.6,,2,60.3,9.6,20.8,
108,서울,2019-09-22,18.6,.4,3.8,63.4,9.4,18.5,
108,서울,2019-09-23,20,,2.2,51.1,3.1,20.2,
108,서울,2019-09-24,19.8,,1.8,61.3,0,23,
108,서울,2019-09-25,20.9,,1.4,64.4,5.9,23.4,
108,서울,2019-09-26,22.9,,1.9,59.3,8.4,25.1,
108,서울,2019-09-27,22.9,,1.9,57.5,8.6,24.4,
108,서울,2019-09-28,23.7,,1.7,58.9,3.8,25.8,
108,서울,2019-09-29,22.6,,1.7,60.6,.3,24.7,
108,서울,2019-09-30,22.4,,1.6,61,0,24.3,
108,서울,2019-10-01,23.1,,1.8,67.1,6.8,24.5,
108,서울,2019-10-02,21.6,23.1,3,88,9.9,22.2,
108,서울,2019-10-03,22.4,4.6,2.8,73.4,6.3,22.6,
108,서울,2019-10-04,22.4,,2.1,71.5,3.6,22.9,
108,서울,2019-10-05,18.7,.6,2.9,72.6,7,20.8,
108,서울,2019-10-06,18.1,,2.9,53.4,6.1,19.1,
108,서울,2019-10-07,14.8,25.4,1.8,92,9.5,16.7,
108,서울,2019-10-08,14.7,,2.6,58.8,2.6,16.7,
108,서울,2019-10-09,13.6,,1.7,48.3,1.9,14.1,
108,서울,2019-10-10,15.2,,1.3,60.9,9,16,
108,서울,2019-10-11,18.8,,1.9,60,.9,18.4,
108,서울,2019-10-12,17.9,,3.5,49.3,.6,18.2,
108,서울,2019-10-13,17.2,,1.9,52.6,2.1,17.8,
108,서울,2019-10-14,14.4,,2.5,56.9,1.9,17.1,
108,서울,2019-10-15,14.5,,1.6,55.6,3,14.5,
108,서울,2019-10-16,14.6,,1.6,58.3,5.3,16.3,
108,서울,2019-10-17,15.4,,1.7,56,4.8,17.2,
108,서울,2019-10-18,17,,2.4,58.3,7.1,17.4,
108,서울,2019-10-19,17,,1.8,63.8,.8,17.5,
108,서울,2019-10-20,16.5,,1.3,70.3,.6,18.1,
108,서울,2019-10-21,17.1,,1,61,2.1,15.9,
108,서울,2019-10-22,18.1,,1.6,56.1,4.4,18.3,
108,서울,2019-10-23,17,,2.4,57.3,8,17.3,
108,서울,2019-10-24,18.3,,2.7,47.6,4.5,19.4,
108,서울,2019-10-25,16.7,0,2.4,58,6.6,17.2,
108,서울,2019-10-26,10,,2.5,60,2.3,12.6,
108,서울,2019-10-27,11,,1.6,59,.9,12,
108,서울,2019-10-28,12.9,1.7,2.5,65.9,5.6,13,
108,서울,2019-10-29,12.5,.1,2.3,61,1.6,12.4,
108,서울,2019-10-30,11.2,,1.6,60.3,.3,11.2,
108,서울,2019-10-31,14.8,,2.3,73.8,4.6,14.2,
108,서울,2019-11-01,14.9,,1.8,57.9,1.9,14.8,
108,서울,2019-11-02,13.6,,1.5,57.3,8.1,13.5,
108,서울,2019-11-03,14.7,,2.1,57.8,4,15.1,
108,서울,2019-11-04,13.8,,2.1,57.8,0,13.7,
108,서울,2019-11-05,12.4,,1.6,65.1,1.4,12.4,
108,서울,2019-11-06,11,,1.8,63.6,5,11,
108,서울,2019-11-07,9.2,,2.7,42.8,1.6,10.3,
108,서울,2019-11-08,6.8,,1.9,31.4,0,7.3,
108,서울,2019-11-09,9.5,,1.6,41.4,.3,8.6,
108,서울,2019-11-10,10,11.8,2.1,59.6,8.9,10.5,
108,서울,2019-11-11,11.2,1.1,2.4,71.6,5.9,11.4,
108,서울,2019-11-12,9.3,,1.4,63.6,3.6,8.5,
108,서울,2019-11-13,7.2,7.5,2.8,72.3,8.5,7.7,
108,서울,2019-11-14,1.3,,2.9,30.6,1,2.6,
108,서울,2019-11-15,5.6,18.8,2,87.4,8.1,6.2,
108,서울,2019-11-16,6.8,,1.6,81.3,5.5,7.6,5.33
108,서울,2019-11-17,8.3,21.1,3.1,79.4,9.3,7.6,
108,서울,2019-11-18,4.6,14.7,3.9,59.8,7.1,6.9,
108,서울,2019-11-19,.2,0,2.8,48,1.4,2.4,
108,서울,2019-11-20,.5,,1.8,35.5,0,2,
108,서울,2019-11-21,4.2,,1.9,37.4,6.1,2.9,
108,서울,2019-11-22,9.7,,2.1,34.1,1.4,6.3,
108,서울,2019-11-23,12.1,,1.8,52,6.1,8.7,
108,서울,2019-11-24,9.8,3.8,2.2,74.6,7.1,8.7,
108,서울,2019-11-25,1.9,,2.7,62.1,4.4,3.8,
108,서울,2019-11-26,6.6,,2,64,3.9,5.7,
108,서울,2019-11-27,3.1,,2.7,50.8,4,3.7,
108,서울,2019-11-28,3.5,,2,52.4,1.8,3.8,
108,서울,2019-11-29,1.5,,2,42.8,.9,2.4,
108,서울,2019-11-30,4.1,,1.7,42.6,6,3.2,
108,서울,2019-12-01,4.6,3.3,1.6,79.4,9.3,5.2,
108,서울,2019-12-02,-.1,,3.1,48,2.4,2,
108,서울,2019-12-03,.5,.6,1.6,61.3,6.3,1.4,
108,서울,2019-12-04,2,0,1.8,41.6,1,2.5,
108,서울,2019-12-05,-4.4,,3.2,31.9,0,-.4,
108,서울,2019-12-06,-5.9,,1.7,34.5,.6,-2.9,
108,서울,2019-12-07,-2.4,.1,1.7,65,6.6,-1.3,
108,서울,2019-12-08,-.9,,1.4,65.1,1.1,-1,
108,서울,2019-12-09,3.2,0,2.5,56.8,7.9,.7,
108,서울,2019-12-10,8.1,1.7,1.2,82.3,8.9,5.9,
108,서울,2019-12-11,6.3,.2,3.4,62,5.9,5.8,
108,서울,2019-12-12,-.7,,1.8,45.4,0,.6,
108,서울,2019-12-13,2.1,1,2,53.6,6.8,1.1,
108,서울,2019-12-14,2.7,0,2.3,58.3,3,3.1,
108,서울,2019-12-15,5.3,,2,52.5,2.9,3.1,
108,서울,2019-12-16,7.8,,1.9,58.9,6.1,4.6,
108,서울,2019-12-17,7.7,9.8,2.3,81.4,8.6,6.9,.67
108,서울,2019-12-18,.8,,2.5,64.6,3.5,2.4,
108,서울,2019-12-19,-.8,0,2.4,47.8,1.8,.5,
108,서울,2019-12-20,-1.1,0,2.3,45.3,1.4,.3,
108,서울,2019-12-21,-1.2,.6,1.7,68.1,5.5,-1.4,
108,서울,2019-12-22,4.1,.3,1.7,63.4,7.8,2.2,
108,서울,2019-12-23,3.4,2.9,2,80.4,6.1,3.4,
108,서울,2019-12-24,.8,,1.4,67.9,.8,1.4,
108,서울,2019-12-25,2,,1,60.8,5.9,1.5,
108,서울,2019-12-26,2,.3,2.4,59,5.4,2.4,
108,서울,2019-12-27,-1.7,,2.1,45.4,0,-.9,
